,online_order,Table_booking,Rating,No._of_rating,rest_type,cuisines,Avg._cost(2 person),Listed_type,Listed_city,Weighted_Rating,Avg_cost(log),No_of_rating_log
15360,0,0,3.5,10,Dessert Parlor,Bakery,100.0,Desserts,Frazer Town,3.7,4.61512051684126,2.4
15361,0,0,3.2,7,"Bakery, Quick Bites",Bakery,300.0,Desserts,Frazer Town,3.7,5.707110264748875,2.1
15362,0,0,3.7,0,Bakery,"Bakery, Beverages",300.0,Desserts,Frazer Town,3.7,5.707110264748875,0.0
15363,1,1,4.7,4678,"Pub, Cafe","North Indian, Thai, Japanese, Continental, Cafe",1300.0,Desserts,Frazer Town,4.7,7.170888478512505,8.5
15364,1,0,4.8,392,Dessert Parlor,Desserts,400.0,Desserts,Frazer Town,4.4,5.993961427306569,6.0
15365,0,0,4.0,25,"Cafe, Dessert Parlor","Cafe, Desserts, Beverages",1100.0,Desserts,Frazer Town,3.7,7.00397413672268,3.3
15366,1,0,4.3,654,"Cafe, Dessert Parlor","Cafe, Desserts",750.0,Desserts,Frazer Town,4.2,6.621405651764134,6.5
15367,1,0,4.3,570,Cafe,"Cafe, Continental, Italian, Burger, Beverages",700.0,Desserts,Frazer Town,4.1,6.55250788703459,6.3
15368,1,0,4.2,432,"Cafe, Bakery","Cafe, Mediterranean, Bakery, Greek, Beverages",700.0,Desserts,Frazer Town,4.0,6.55250788703459,6.1
15369,0,0,4.0,98,Dessert Parlor,Bakery,400.0,Desserts,Frazer Town,3.8,5.993961427306569,4.6
15370,1,0,4.2,255,Cafe,"Cafe, Continental, Fast Food",500.0,Desserts,Frazer Town,4.0,6.2166061010848646,5.5
15371,1,0,3.7,19,Beverage Shop,"Beverages, Desserts, Ice Cream",400.0,Desserts,Frazer Town,3.7,5.993961427306569,3.0
15372,0,0,3.8,41,Bakery,Bakery,400.0,Desserts,Frazer Town,3.7,5.993961427306569,3.7
15373,1,0,3.5,4,Bakery,"Bakery, Fast Food",200.0,Desserts,Frazer Town,3.7,5.303304908059076,1.6
15374,1,0,3.8,31,Food Court,"Desserts, Beverages",300.0,Desserts,Frazer Town,3.7,5.707110264748875,3.5
15375,1,0,3.6,20,"Dessert Parlor, Quick Bites","Mithai, Street Food",400.0,Desserts,Frazer Town,3.7,5.993961427306569,3.0
15376,1,0,3.7,0,Bakery,Bakery,150.0,Desserts,Frazer Town,3.7,5.017279836814924,0.0
15377,0,1,3.8,25,Cafe,"Cafe, North Indian, Fast Food",2200.0,Desserts,Frazer Town,3.7,7.696667081526462,3.3
15378,0,0,3.8,29,Dessert Parlor,Desserts,200.0,Desserts,Frazer Town,3.7,5.303304908059076,3.4
15379,1,0,4.2,34,Dessert Parlor,"Desserts, Fast Food",300.0,Desserts,Frazer Town,3.8,5.707110264748875,3.6
15380,1,0,3.7,0,"Bakery, Kiosk","Bakery, Desserts",600.0,Desserts,Frazer Town,3.7,6.398594934535208,0.0
15381,1,0,3.2,9,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian",300.0,Desserts,Frazer Town,3.7,5.707110264748875,2.3
15382,1,0,3.8,12,Bakery,"Bakery, Desserts",400.0,Desserts,Frazer Town,3.7,5.993961427306569,2.6
15383,1,0,3.7,21,Delivery,"Bakery, Desserts",500.0,Desserts,Frazer Town,3.7,6.2166061010848646,3.1
15384,0,0,3.7,0,Dessert Parlor,Desserts,500.0,Desserts,Frazer Town,3.7,6.2166061010848646,0.0
15385,0,0,3.7,0,Food Court,"Desserts, Ice Cream",150.0,Desserts,Frazer Town,3.7,5.017279836814924,0.0
15386,0,0,3.7,17,Dessert Parlor,Desserts,200.0,Desserts,Frazer Town,3.7,5.303304908059076,2.9
15387,0,0,3.7,0,Bakery,Bakery,500.0,Desserts,Frazer Town,3.7,6.2166061010848646,0.0
15388,0,0,3.7,0,Dessert Parlor,Ice Cream,200.0,Desserts,Frazer Town,3.7,5.303304908059076,0.0
15389,1,0,3.7,0,Dessert Parlor,"Desserts, Ice Cream",150.0,Desserts,Frazer Town,3.7,5.017279836814924,0.0
15390,0,0,3.6,17,Bakery,Bakery,600.0,Desserts,Frazer Town,3.7,6.398594934535208,2.9
15391,0,0,3.9,38,Bakery,"Bakery, Desserts",300.0,Desserts,Frazer Town,3.7,5.707110264748875,3.7
15392,0,0,3.4,27,Quick Bites,"North Indian, Mithai",300.0,Desserts,Frazer Town,3.7,5.707110264748875,3.3
15393,0,0,3.7,0,Dessert Parlor,"Ice Cream, Desserts",450.0,Desserts,Frazer Town,3.7,6.111467339502679,0.0
15394,0,0,3.5,11,Bakery,"Bakery, Desserts",500.0,Desserts,Frazer Town,3.7,6.2166061010848646,2.5
15395,0,1,4.3,267,Casual Dining,"Mughlai, Biryani",700.0,Dine-out,Frazer Town,4.0,6.55250788703459,5.6
15396,0,0,3.9,135,Casual Dining,"Biryani, North Indian, Chinese",600.0,Dine-out,Frazer Town,3.8,6.398594934535208,4.9
15397,1,1,4.4,2867,Casual Dining,"Arabian, North Indian, Beverages",750.0,Dine-out,Frazer Town,4.4,6.621405651764134,8.0
15398,1,0,4.1,1447,Casual Dining,"Arabian, North Indian, Chinese, Beverages",800.0,Dine-out,Frazer Town,4.1,6.68586094706836,7.3
15399,1,0,4.1,69,Casual Dining,North Indian,700.0,Dine-out,Frazer Town,3.8,6.55250788703459,4.2
15400,1,0,4.3,1380,Casual Dining,"Mangalorean, Seafood",700.0,Dine-out,Frazer Town,4.2,6.55250788703459,7.2
15401,1,0,3.9,851,Casual Dining,"Mughlai, North Indian, Chinese",700.0,Dine-out,Frazer Town,3.9,6.55250788703459,6.7
15402,1,0,3.9,443,Casual Dining,"Biryani, North Indian, Mughlai",600.0,Dine-out,Frazer Town,3.8,6.398594934535208,6.1
15403,0,0,3.9,62,Cafe,"Cafe, Continental, Beverages, Fast Food",1100.0,Dine-out,Frazer Town,3.7,7.00397413672268,4.1
15404,1,0,3.9,431,Casual Dining,"Mughlai, Kebab, Chinese",550.0,Dine-out,Frazer Town,3.8,6.311734809152915,6.1
15405,0,0,4.0,169,Casual Dining,"Arabian, Chinese, Fast Food",600.0,Dine-out,Frazer Town,3.8,6.398594934535208,5.1
15406,0,1,4.0,608,Casual Dining,"Continental, Steak",1100.0,Dine-out,Frazer Town,3.9,7.00397413672268,6.4
15407,0,0,4.0,580,"Pub, Casual Dining","Continental, North Indian, Chinese",1500.0,Dine-out,Frazer Town,3.9,7.313886831633462,6.4
15408,1,0,3.9,194,Casual Dining,"Chinese, Thai, Momos, Vietnamese",800.0,Dine-out,Frazer Town,3.8,6.68586094706836,5.3
15409,0,0,3.9,221,Casual Dining,"Chinese, Thai",850.0,Dine-out,Frazer Town,3.8,6.7464121285733745,5.4
15410,1,0,3.9,255,Casual Dining,"Mediterranean, Arabian, Lebanese",700.0,Dine-out,Frazer Town,3.8,6.55250788703459,5.5
15411,0,0,3.6,196,Casual Dining,North Indian,600.0,Dine-out,Frazer Town,3.7,6.398594934535208,5.3
15412,1,0,4.1,1864,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750.0,Dine-out,Frazer Town,4.1,6.621405651764134,7.5
15413,1,0,4.0,105,Casual Dining,"North Indian, Chinese, Mughlai, Kebab",500.0,Dine-out,Frazer Town,3.8,6.2166061010848646,4.7
15414,1,0,3.9,119,Casual Dining,"Continental, Chinese, Steak",1000.0,Dine-out,Frazer Town,3.8,6.90875477931522,4.8
15415,1,0,3.8,229,Casual Dining,"North Indian, Chinese",500.0,Dine-out,Frazer Town,3.8,6.2166061010848646,5.4
15416,1,0,3.9,306,Casual Dining,"Chinese, Thai, Momos",500.0,Dine-out,Frazer Town,3.8,6.2166061010848646,5.7
15417,1,0,3.9,450,Casual Dining,"Arabian, Middle Eastern",700.0,Dine-out,Frazer Town,3.8,6.55250788703459,6.1
15418,1,0,3.8,362,Cafe,"Cafe, Continental",700.0,Dine-out,Frazer Town,3.8,6.55250788703459,5.9
15419,1,0,3.6,54,Casual Dining,"Chinese, Thai, Seafood",600.0,Dine-out,Frazer Town,3.7,6.398594934535208,4.0
15420,0,0,3.9,42,Sweet Shop,"Mithai, Street Food",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,3.8
15421,1,0,3.5,24,Quick Bites,"North Indian, Chinese, Seafood, Rolls",450.0,Dine-out,Frazer Town,3.7,6.111467339502679,3.2
15422,1,0,3.2,4,Casual Dining,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",750.0,Dine-out,Frazer Town,3.7,6.621405651764134,1.6
15423,1,0,3.4,5,Casual Dining,South Indian,400.0,Dine-out,Frazer Town,3.7,5.993961427306569,1.8
15424,0,0,4.0,334,Casual Dining,"North Indian, Biryani",700.0,Dine-out,Frazer Town,3.9,6.55250788703459,5.8
15425,1,0,3.5,126,Casual Dining,"Chinese, Momos",700.0,Dine-out,Frazer Town,3.6,6.55250788703459,4.8
15426,0,0,3.8,61,"Casual Dining, Pub","Chinese, Finger Food, North Indian, Seafood",1000.0,Dine-out,Frazer Town,3.7,6.90875477931522,4.1
15427,1,0,3.5,62,Quick Bites,"Italian, Pizza",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,4.1
15428,0,0,2.7,52,Casual Dining,"South Indian, North Indian, Fast Food",500.0,Dine-out,Frazer Town,3.5,6.2166061010848646,4.0
15429,0,0,3.7,40,Casual Dining,"South Indian, North Indian, Chinese",1000.0,Dine-out,Frazer Town,3.7,6.90875477931522,3.7
15430,0,0,3.7,0,Casual Dining,Mangalorean,550.0,Dine-out,Frazer Town,3.7,6.311734809152915,0.0
15431,1,0,3.7,0,Cafe,Cafe,400.0,Dine-out,Frazer Town,3.7,5.993961427306569,0.0
15432,1,0,3.1,31,Cafe,"Cafe, Fast Food",900.0,Dine-out,Frazer Town,3.6,6.803505257608338,3.5
15433,1,0,3.7,21,Cafe,Cafe,450.0,Dine-out,Frazer Town,3.7,6.111467339502679,3.1
15434,0,0,3.7,0,Casual Dining,"Chinese, Continental",500.0,Dine-out,Frazer Town,3.7,6.2166061010848646,0.0
15435,1,0,3.3,302,Casual Dining,"Pizza, Fast Food",750.0,Dine-out,Frazer Town,3.5,6.621405651764134,5.7
15436,0,0,3.1,14,Casual Dining,"North Indian, Chinese",600.0,Dine-out,Frazer Town,3.7,6.398594934535208,2.7
15437,0,0,3.6,31,Lounge,"Chinese, Continental, North Indian",1400.0,Dine-out,Frazer Town,3.7,7.244941546337007,3.5
15438,0,0,2.9,45,Cafe,"Cafe, Continental",600.0,Dine-out,Frazer Town,3.6,6.398594934535208,3.8
15439,1,0,3.1,112,Casual Dining,Chinese,1000.0,Dine-out,Frazer Town,3.5,6.90875477931522,4.7
15440,0,0,4.1,211,"Bakery, Quick Bites","Bakery, Fast Food",200.0,Dine-out,Frazer Town,3.9,5.303304908059076,5.4
15441,0,0,3.8,63,Quick Bites,"Chinese, Momos",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,4.2
15442,1,0,4.3,783,Quick Bites,North Indian,300.0,Dine-out,Frazer Town,4.2,5.707110264748875,6.7
15443,0,0,3.7,58,Quick Bites,"Chinese, North Indian, Arabian",500.0,Dine-out,Frazer Town,3.7,6.2166061010848646,4.1
15444,1,0,3.9,30,Quick Bites,South Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,3.4
15445,1,0,3.6,32,Quick Bites,"North Indian, Mughlai",700.0,Dine-out,Frazer Town,3.7,6.55250788703459,3.5
15446,0,0,3.7,19,Quick Bites,"Biryani, Arabian",500.0,Dine-out,Frazer Town,3.7,6.2166061010848646,3.0
15447,1,0,3.7,75,Quick Bites,North Indian,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,4.3
15448,1,0,3.9,169,Quick Bites,"North Indian, Mughlai, Rolls, Fast Food",600.0,Dine-out,Frazer Town,3.8,6.398594934535208,5.1
15449,1,0,3.6,27,Quick Bites,"South Indian, Chinese",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,3.3
15450,1,0,3.9,132,Quick Bites,"Arabian, Rolls, North Indian, BBQ",400.0,Dine-out,Frazer Town,3.8,5.993961427306569,4.9
15451,1,0,3.7,288,Quick Bites,"Pizza, Fast Food",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,5.7
15452,0,0,4.0,102,Quick Bites,South Indian,150.0,Dine-out,Frazer Town,3.8,5.017279836814924,4.6
15453,0,0,4.1,147,"Quick Bites, Bakery","Cafe, Bakery",700.0,Dine-out,Frazer Town,3.9,6.55250788703459,5.0
15454,1,0,3.6,31,Quick Bites,"Chinese, North Indian",450.0,Dine-out,Frazer Town,3.7,6.111467339502679,3.5
15455,0,0,3.8,38,Quick Bites,"Kebab, Biryani",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,3.7
15456,0,0,3.7,19,Quick Bites,Street Food,150.0,Dine-out,Frazer Town,3.7,5.017279836814924,3.0
15457,0,0,3.8,20,Quick Bites,"Fast Food, Street Food",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,3.0
15458,0,0,3.9,49,Quick Bites,"Fast Food, Momos",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,3.9
15459,0,0,3.9,40,Quick Bites,Rolls,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,3.7
15460,0,0,3.4,10,Quick Bites,"North Indian, Biryani",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,2.4
15461,1,0,3.3,263,Quick Bites,"Burger, Fast Food",400.0,Dine-out,Frazer Town,3.5,5.993961427306569,5.6
15462,0,0,3.2,4,Quick Bites,Biryani,150.0,Dine-out,Frazer Town,3.7,5.017279836814924,1.6
15463,0,0,3.5,11,Quick Bites,Fast Food,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.5
15464,1,0,3.5,7,Quick Bites,"Arabian, Mughlai, Chinese, Kebab, Fast Food",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,2.1
15465,1,0,3.3,4,Quick Bites,"Fast Food, Street Food",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,1.6
15466,0,0,2.8,29,Quick Bites,"South Indian, North Indian, Chinese",300.0,Dine-out,Frazer Town,3.6,5.707110264748875,3.4
15467,1,0,3.7,81,Quick Bites,"South Indian, Fast Food",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,4.4
15468,1,0,3.8,89,Quick Bites,"Fast Food, Rolls, Momos",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,4.5
15469,0,0,3.7,0,Quick Bites,North Indian,350.0,Dine-out,Frazer Town,3.7,5.860786223465865,0.0
15470,1,0,3.1,38,Quick Bites,"Bengali, North Indian",300.0,Dine-out,Frazer Town,3.6,5.707110264748875,3.7
15471,1,0,3.0,9,Quick Bites,"Rolls, North Indian, Fast Food",500.0,Dine-out,Frazer Town,3.7,6.2166061010848646,2.3
15472,1,0,3.5,12,Quick Bites,"Juices, Fast Food, Beverages",350.0,Dine-out,Frazer Town,3.7,5.860786223465865,2.6
15473,0,0,3.7,0,Quick Bites,"North Indian, Fast Food",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15474,1,0,3.7,30,Quick Bites,"South Indian, North Indian, Chinese",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,3.4
15475,0,0,3.7,0,Quick Bites,"Kebab, Chinese, Biryani",150.0,Dine-out,Frazer Town,3.7,5.017279836814924,0.0
15476,0,0,3.7,0,Quick Bites,South Indian,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15477,0,0,3.7,0,Quick Bites,Kebab,150.0,Dine-out,Frazer Town,3.7,5.017279836814924,0.0
15478,0,0,3.7,0,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15479,0,0,3.7,0,Quick Bites,"South Indian, Kerala",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15480,1,0,3.1,24,Quick Bites,South Indian,150.0,Dine-out,Frazer Town,3.6,5.017279836814924,3.2
15481,0,0,3.3,5,Quick Bites,"Fast Food, Chinese",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,1.8
15482,0,0,3.7,0,Quick Bites,Biryani,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15483,0,0,3.3,12,Quick Bites,"Roast Chicken, Burger",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,2.6
15484,0,0,3.7,0,Quick Bites,"Chinese, Fast Food",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15485,0,0,3.7,0,Quick Bites,North Indian,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15486,0,0,3.7,0,Quick Bites,South Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15487,1,0,3.7,0,Quick Bites,North Indian,400.0,Dine-out,Frazer Town,3.7,5.993961427306569,0.0
15488,1,0,3.1,9,Quick Bites,South Indian,100.0,Dine-out,Frazer Town,3.7,4.61512051684126,2.3
15489,0,0,3.7,0,Quick Bites,"Biryani, Kebab",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15490,0,0,3.6,16,Quick Bites,"Mughlai, Biryani, Rolls",500.0,Dine-out,Frazer Town,3.7,6.2166061010848646,2.8
15491,0,0,3.5,11,Quick Bites,South Indian,100.0,Dine-out,Frazer Town,3.7,4.61512051684126,2.5
15492,0,0,3.5,31,Quick Bites,"Mughlai, North Indian, Street Food",350.0,Dine-out,Frazer Town,3.7,5.860786223465865,3.5
15493,0,0,3.2,53,Quick Bites,Fast Food,400.0,Dine-out,Frazer Town,3.6,5.993961427306569,4.0
15494,0,0,3.5,17,Quick Bites,"Biryani, South Indian",350.0,Dine-out,Frazer Town,3.7,5.860786223465865,2.9
15495,0,0,3.4,5,Quick Bites,Biryani,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,1.8
15496,0,0,3.7,0,Quick Bites,"Kebab, Biryani",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15497,0,0,3.7,33,Quick Bites,"South Indian, Chinese",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,3.5
15498,0,0,3.1,11,Quick Bites,"Fast Food, Chinese",150.0,Dine-out,Frazer Town,3.7,5.017279836814924,2.5
15499,0,0,3.7,0,Quick Bites,"Rolls, Biryani",150.0,Dine-out,Frazer Town,3.7,5.017279836814924,0.0
15500,0,0,3.3,6,Quick Bites,Biryani,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,1.9
15501,0,0,3.4,18,Quick Bites,"South Indian, Street Food",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.9
15502,0,0,3.7,0,Quick Bites,South Indian,150.0,Dine-out,Frazer Town,3.7,5.017279836814924,0.0
15503,0,0,3.7,0,Quick Bites,"North Indian, Chinese, Rolls",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,0.0
15504,0,0,4.1,38,Quick Bites,"North Indian, Biryani, Fast Food",500.0,Dine-out,Frazer Town,3.8,6.2166061010848646,3.7
15505,1,0,2.8,142,"Bakery, Quick Bites","Bakery, Desserts",300.0,Dine-out,Frazer Town,3.3,5.707110264748875,5.0
15506,0,0,3.6,74,Quick Bites,"Salad, Fast Food",600.0,Dine-out,Frazer Town,3.7,6.398594934535208,4.3
15507,0,0,4.1,530,Casual Dining,"Chinese, North Indian, Fast Food, Street Food, Desserts",500.0,Dine-out,Frazer Town,4.0,6.2166061010848646,6.3
15508,0,0,3.9,161,Casual Dining,"North Indian, Chinese",500.0,Dine-out,Frazer Town,3.8,6.2166061010848646,5.1
15509,1,1,4.0,188,"Casual Dining, Bar","North Indian, Lucknowi",1300.0,Dine-out,Frazer Town,3.8,7.170888478512505,5.2
15510,1,0,4.2,175,Casual Dining,"Nepalese, Tibetan, Momos",800.0,Dine-out,Frazer Town,3.9,6.68586094706836,5.2
15511,1,0,4.0,108,Casual Dining,"North Indian, Chinese, Mughlai",550.0,Dine-out,Frazer Town,3.8,6.311734809152915,4.7
15512,1,0,3.7,110,Casual Dining,"North Indian, Chinese",550.0,Dine-out,Frazer Town,3.7,6.311734809152915,4.7
15513,1,0,3.4,9,Cafe,Cafe,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,2.3
15514,0,0,3.8,22,Quick Bites,"North Indian, Chinese, Arabian, Rolls",350.0,Dine-out,Frazer Town,3.7,5.860786223465865,3.1
15515,0,0,3.6,60,Casual Dining,"North Indian, South Indian, Chinese",450.0,Dine-out,Frazer Town,3.7,6.111467339502679,4.1
15516,1,0,2.9,238,Casual Dining,"North Indian, Chinese, Biryani, Kebab, Juices",800.0,Dine-out,Frazer Town,3.3,6.68586094706836,5.5
15517,0,0,2.5,433,Casual Dining,"Chinese, South Indian, North Indian",650.0,Dine-out,Frazer Town,2.9,6.478509642208569,6.1
15518,0,0,4.1,407,Casual Dining,"North Indian, Chinese, South Indian",700.0,Dine-out,Frazer Town,4.0,6.55250788703459,6.0
15519,1,0,3.8,59,Sweet Shop,"Fast Food, Mithai",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,4.1
15520,1,0,2.8,296,Casual Dining,Biryani,600.0,Dine-out,Frazer Town,3.2,6.398594934535208,5.7
15521,0,0,3.4,6,Bar,"South Indian, North Indian",700.0,Dine-out,Frazer Town,3.7,6.55250788703459,1.9
15522,0,0,3.2,17,Casual Dining,"Mughlai, North Indian, Chinese, Biryani, Seafood",550.0,Dine-out,Frazer Town,3.7,6.311734809152915,2.9
15523,1,0,3.3,6,Cafe,Cafe,400.0,Dine-out,Frazer Town,3.7,5.993961427306569,1.9
15524,0,0,3.3,7,Mess,South Indian,150.0,Dine-out,Frazer Town,3.7,5.017279836814924,2.1
15525,0,0,3.7,32,Casual Dining,"North Indian, Fast Food, Street Food",800.0,Dine-out,Frazer Town,3.7,6.68586094706836,3.5
15526,0,0,3.2,9,Casual Dining,North Indian,450.0,Dine-out,Frazer Town,3.7,6.111467339502679,2.3
15527,0,0,3.7,0,Mess,South Indian,100.0,Dine-out,Frazer Town,3.7,4.61512051684126,0.0
15528,0,0,3.7,0,Casual Dining,"North Indian, Street Food, Chinese",800.0,Dine-out,Frazer Town,3.7,6.68586094706836,0.0
15529,1,0,3.2,5,Quick Bites,"Kerala, North Indian, Chinese",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,1.8
15530,0,0,3.6,223,Quick Bites,"Street Food, Mithai",300.0,Dine-out,Frazer Town,3.6,5.707110264748875,5.4
15531,0,0,3.7,0,"Dessert Parlor, Cafe","Desserts, Cafe",600.0,Dine-out,Frazer Town,3.7,6.398594934535208,0.0
15532,0,0,3.9,75,Quick Bites,South Indian,150.0,Dine-out,Frazer Town,3.8,5.017279836814924,4.3
15533,1,0,3.9,645,Quick Bites,"Burger, Fast Food, Beverages",600.0,Dine-out,Frazer Town,3.9,6.398594934535208,6.5
15534,1,0,4.0,78,"Quick Bites, Beverage Shop","Fast Food, Pizza, Rolls, Beverages, Juices",350.0,Dine-out,Frazer Town,3.8,5.860786223465865,4.4
15535,1,0,3.7,45,Quick Bites,Biryani,250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,3.8
15536,0,0,3.0,33,Quick Bites,"South Indian, Chinese, North Indian",400.0,Dine-out,Frazer Town,3.6,5.993961427306569,3.5
15537,1,0,2.7,92,Quick Bites,"Burger, Fast Food",500.0,Dine-out,Frazer Town,3.4,6.2166061010848646,4.5
15538,0,0,3.6,26,Quick Bites,Biryani,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,3.3
15539,0,0,3.6,37,Quick Bites,"South Indian, Street Food, Beverages, Desserts",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,3.6
15540,0,0,2.9,18,Quick Bites,"North Indian, Chinese, South Indian",400.0,Dine-out,Frazer Town,3.6,5.993961427306569,2.9
15541,1,0,3.2,35,Quick Bites,"North Indian, Chinese",350.0,Dine-out,Frazer Town,3.6,5.860786223465865,3.6
15542,0,0,3.6,14,Quick Bites,South Indian,150.0,Dine-out,Frazer Town,3.7,5.017279836814924,2.7
15543,0,0,3.5,11,Quick Bites,North Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.5
15544,0,0,3.2,7,Quick Bites,"North Indian, Chinese",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.1
15545,1,0,3.2,5,Quick Bites,South Indian,300.0,Dine-out,Frazer Town,3.7,5.707110264748875,1.8
15546,0,0,4.1,399,Quick Bites,"North Indian, Beverages, Fast Food",300.0,Dine-out,Frazer Town,4.0,5.707110264748875,6.0
15547,0,0,3.7,0,Quick Bites,South Indian,100.0,Dine-out,Frazer Town,3.7,4.61512051684126,0.0
15548,0,0,3.7,0,Quick Bites,North Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15549,0,0,3.7,0,Quick Bites,Biryani,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15550,0,0,3.7,0,Quick Bites,"South Indian, North Indian",400.0,Dine-out,Frazer Town,3.7,5.993961427306569,0.0
15551,0,0,3.7,0,Quick Bites,"South Indian, North Indian, Chinese",350.0,Dine-out,Frazer Town,3.7,5.860786223465865,0.0
15552,0,0,3.7,0,Quick Bites,"North Indian, Biryani",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15553,0,0,3.7,0,Quick Bites,North Indian,150.0,Dine-out,Frazer Town,3.7,5.017279836814924,0.0
15554,0,0,3.2,4,Quick Bites,South Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,1.6
15555,1,0,3.7,0,Quick Bites,"North Indian, Chinese, Kebab",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15556,0,0,3.7,0,Quick Bites,"South Indian, Chinese, Juices, Street Food",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15557,0,0,3.7,0,Quick Bites,"South Indian, Juices",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15558,0,0,3.7,0,Quick Bites,"North Indian, Fast Food",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15559,0,0,3.7,0,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15560,0,0,3.7,0,Quick Bites,North Indian,100.0,Dine-out,Frazer Town,3.7,4.61512051684126,0.0
15561,0,0,3.7,0,Quick Bites,Biryani,250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,0.0
15562,0,0,3.7,0,Quick Bites,South Indian,150.0,Dine-out,Frazer Town,3.7,5.017279836814924,0.0
15563,0,0,3.7,0,Quick Bites,"North Indian, Fast Food, Chinese",600.0,Dine-out,Frazer Town,3.7,6.398594934535208,0.0
15564,0,0,3.7,0,Quick Bites,"North Indian, Biryani",200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15565,0,0,3.7,0,Quick Bites,"North Indian, Chinese, Biryani",300.0,Dine-out,Frazer Town,3.7,5.707110264748875,0.0
15566,0,0,3.5,17,Quick Bites,South Indian,100.0,Dine-out,Frazer Town,3.7,4.61512051684126,2.9
15567,0,0,3.6,25,Quick Bites,"Beverages, Desserts",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,3.3
15568,0,0,3.4,11,Quick Bites,"Street Food, Mithai",150.0,Dine-out,Frazer Town,3.7,5.017279836814924,2.5
15569,0,0,3.3,4,Quick Bites,"South Indian, Chinese",250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,1.6
15570,0,0,3.7,0,Quick Bites,South Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,0.0
15571,0,0,3.6,14,Quick Bites,South Indian,250.0,Dine-out,Frazer Town,3.7,5.5254529391317835,2.7
15572,0,0,3.7,10,Quick Bites,South Indian,200.0,Dine-out,Frazer Town,3.7,5.303304908059076,2.4
