,online_order,Table_booking,Rating,No._of_rating,rest_type,cuisines,Avg._cost(2 person),Listed_type,Listed_city,Weighted_Rating,Avg_cost(log),No_of_rating_log
22701,1,0,3.8,12,Food Truck,"Fast Food, Desserts",300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.6
22702,1,0,4.1,90,Quick Bites,South Indian,100.0,Delivery,JP Nagar,3.8,4.61512051684126,4.5
22703,0,1,3.5,54,"Bar, Casual Dining","Continental, Finger Food",1300.0,Delivery,JP Nagar,3.7,7.170888478512505,4.0
22704,1,0,3.9,162,Delivery,"North Indian, Chinese, Biryani",500.0,Delivery,JP Nagar,3.8,6.2166061010848646,5.1
22705,0,0,3.7,0,Quick Bites,Fast Food,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22706,1,0,3.7,0,Quick Bites,North Indian,250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22707,1,0,3.7,0,"Takeaway, Delivery",Fast Food,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22708,1,0,3.7,51,Quick Bites,"South Indian, Mangalorean",350.0,Delivery,JP Nagar,3.7,5.860786223465865,4.0
22709,1,1,4.0,870,Casual Dining,"North Indian, Continental",900.0,Delivery,JP Nagar,3.9,6.803505257608338,6.8
22710,1,0,3.9,464,Unknown,"Chinese, North Indian",300.0,Delivery,JP Nagar,3.8,5.707110264748875,6.1
22711,1,1,3.9,143,Casual Dining,"Mangalorean, Seafood, South Indian",1000.0,Delivery,JP Nagar,3.8,6.90875477931522,5.0
22712,1,0,3.6,42,Quick Bites,"North Indian, South Indian, Mangalorean",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,3.8
22713,1,0,3.7,17,Dessert Parlor,"Desserts, Ice Cream",350.0,Delivery,JP Nagar,3.7,5.860786223465865,2.9
22714,1,0,3.7,0,Beverage Shop,"Beverages, Juices",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22715,1,0,3.7,67,Casual Dining,North Indian,700.0,Delivery,JP Nagar,3.7,6.55250788703459,4.2
22716,1,0,3.7,0,Kiosk,"Tibetan, Momos",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22717,0,0,3.4,34,Quick Bites,North Indian,150.0,Delivery,JP Nagar,3.7,5.017279836814924,3.6
22718,1,0,3.7,0,Beverage Shop,Juices,200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22719,1,0,3.7,0,Takeaway,"Italian, Continental, Chinese, Thai, American, Arabian",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22720,1,0,3.7,0,Quick Bites,Arabian,850.0,Delivery,JP Nagar,3.7,6.7464121285733745,0.0
22721,1,0,3.2,51,Quick Bites,"North Indian, Chinese",400.0,Delivery,JP Nagar,3.6,5.993961427306569,4.0
22722,1,0,3.8,282,Casual Dining,"Biryani, North Indian, Andhra",800.0,Delivery,JP Nagar,3.8,6.68586094706836,5.6
22723,1,0,3.3,97,Quick Bites,North Indian,400.0,Delivery,JP Nagar,3.6,5.993961427306569,4.6
22724,1,0,2.9,25,"Bakery, Quick Bites","Bakery, Desserts, Sandwich",400.0,Delivery,JP Nagar,3.6,5.993961427306569,3.3
22725,1,0,3.7,41,"Takeaway, Delivery",Chinese,600.0,Delivery,JP Nagar,3.7,6.398594934535208,3.7
22726,1,0,2.9,47,Delivery,"Fast Food, Burger, Sandwich",400.0,Delivery,JP Nagar,3.5,5.993961427306569,3.9
22727,1,1,4.3,1247,Casual Dining,"North Indian, Italian",1000.0,Delivery,JP Nagar,4.2,6.90875477931522,7.1
22728,1,0,3.6,12,Quick Bites,"North Indian, South Indian, Chinese",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,2.6
22729,1,1,3.9,1340,Lounge,"American, Burger, Italian, Steak",1700.0,Delivery,JP Nagar,3.9,7.438971592395862,7.2
22730,0,0,3.0,22,Delivery,North Indian,400.0,Delivery,JP Nagar,3.6,5.993961427306569,3.1
22731,1,0,3.7,0,Takeaway,"Chinese, North Indian",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22732,1,0,3.0,23,Quick Bites,Andhra,400.0,Delivery,JP Nagar,3.6,5.993961427306569,3.2
22733,1,0,3.7,67,Delivery,South Indian,150.0,Delivery,JP Nagar,3.7,5.017279836814924,4.2
22734,1,0,3.7,0,Delivery,"Sandwich, Fast Food, Burger, Rolls",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22735,1,1,4.1,1027,Casual Dining,North Indian,1000.0,Delivery,JP Nagar,4.0,6.90875477931522,6.9
22736,1,1,3.8,561,Casual Dining,North Indian,800.0,Delivery,JP Nagar,3.8,6.68586094706836,6.3
22737,1,0,3.7,115,Casual Dining,"Chinese, North Indian",550.0,Delivery,JP Nagar,3.7,6.311734809152915,4.8
22738,1,0,2.8,335,Casual Dining,"North Indian, Chinese",500.0,Delivery,JP Nagar,3.1,6.2166061010848646,5.8
22739,1,0,2.6,170,Casual Dining,"Italian, Chinese, Japanese",600.0,Delivery,JP Nagar,3.2,6.398594934535208,5.1
22740,1,1,4.1,1322,Casual Dining,"North Indian, Chinese, Continental",1200.0,Delivery,JP Nagar,4.0,7.0909098220799835,7.2
22741,0,0,3.6,135,Casual Dining,Maharashtrian,600.0,Delivery,JP Nagar,3.7,6.398594934535208,4.9
22742,1,0,3.1,140,Casual Dining,"North Indian, Biryani, Andhra, Chinese",600.0,Delivery,JP Nagar,3.5,6.398594934535208,4.9
22743,0,0,3.8,122,Casual Dining,"Mangalorean, Seafood",700.0,Delivery,JP Nagar,3.7,6.55250788703459,4.8
22744,1,0,3.7,0,Quick Bites,Biryani,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22745,0,0,3.7,246,Casual Dining,"Biryani, North Indian, Chinese",450.0,Delivery,JP Nagar,3.7,6.111467339502679,5.5
22746,1,0,3.7,0,Quick Bites,"Arabian, Chinese, North Indian, Rolls, Momos",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22747,1,0,3.9,33,Food Court,"Italian, Continental",600.0,Delivery,JP Nagar,3.7,6.398594934535208,3.5
22748,1,0,3.7,0,Quick Bites,Chinese,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22749,1,0,3.2,8,"Takeaway, Delivery","Seafood, Salad, North Indian, Biryani, Chinese",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,2.2
22750,0,0,3.1,4,Quick Bites,"Kebab, Biryani",300.0,Delivery,JP Nagar,3.7,5.707110264748875,1.6
22751,1,0,3.7,0,Quick Bites,Andhra,400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22752,1,0,3.5,283,Quick Bites,"Bengali, North Indian, Oriya",350.0,Delivery,JP Nagar,3.6,5.860786223465865,5.6
22753,0,0,4.2,1292,Casual Dining,"Andhra, Biryani",800.0,Delivery,JP Nagar,4.1,6.68586094706836,7.2
22754,1,0,3.8,24,Cafe,"Cafe, Lebanese",700.0,Delivery,JP Nagar,3.7,6.55250788703459,3.2
22755,0,0,3.9,205,Casual Dining,"Biryani, North Indian, Andhra",550.0,Delivery,JP Nagar,3.8,6.311734809152915,5.3
22756,0,0,3.9,124,Cafe,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500.0,Delivery,JP Nagar,3.8,6.2166061010848646,4.8
22757,0,0,3.3,4,Quick Bites,Biryani,400.0,Delivery,JP Nagar,3.7,5.993961427306569,1.6
22758,0,0,3.7,0,Quick Bites,"Chinese, North Indian, Biryani",350.0,Delivery,JP Nagar,3.7,5.860786223465865,0.0
22759,0,0,3.6,13,Quick Bites,South Indian,200.0,Delivery,JP Nagar,3.7,5.303304908059076,2.6
22760,0,0,2.8,80,Casual Dining,"Andhra, Biryani, Chinese, North Indian",650.0,Delivery,JP Nagar,3.4,6.478509642208569,4.4
22761,0,0,3.0,44,"Takeaway, Delivery","North Indian, Chinese, Fast Food",350.0,Delivery,JP Nagar,3.6,5.860786223465865,3.8
22762,0,0,3.6,14,Delivery,"Healthy Food, North Indian",300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.7
22763,0,0,3.6,13,Delivery,"Bakery, Healthy Food",400.0,Delivery,JP Nagar,3.7,5.993961427306569,2.6
22764,0,0,3.6,13,Cafe,Cafe,700.0,Delivery,JP Nagar,3.7,6.55250788703459,2.6
22765,0,0,3.4,66,Casual Dining,"Chinese, North Indian, Seafood",800.0,Delivery,JP Nagar,3.6,6.68586094706836,4.2
22766,0,0,3.6,21,Casual Dining,"North Indian, South Indian, Andhra",600.0,Delivery,JP Nagar,3.7,6.398594934535208,3.1
22767,0,0,3.7,0,Quick Bites,Fast Food,200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22768,0,0,3.8,27,Quick Bites,"Chinese, Momos",300.0,Delivery,JP Nagar,3.7,5.707110264748875,3.3
22769,0,0,3.3,5,Quick Bites,North Indian,400.0,Delivery,JP Nagar,3.7,5.993961427306569,1.8
22770,0,0,3.4,7,Casual Dining,"Chinese, Andhra, Mangalorean",550.0,Delivery,JP Nagar,3.7,6.311734809152915,2.1
22771,0,0,3.7,0,"Takeaway, Delivery",Fast Food,100.0,Delivery,JP Nagar,3.7,4.61512051684126,0.0
22772,0,0,3.7,9,Cafe,"Cafe, Fast Food, Desserts",400.0,Delivery,JP Nagar,3.7,5.993961427306569,2.3
22773,0,0,3.7,0,Quick Bites,"North Indian, Chinese, South Indian",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22774,0,0,3.1,53,Delivery,"Fast Food, North Indian",450.0,Delivery,JP Nagar,3.6,6.111467339502679,4.0
22775,0,0,3.3,10,"Takeaway, Delivery",Asian,600.0,Delivery,JP Nagar,3.7,6.398594934535208,2.4
22776,0,0,3.7,0,Casual Dining,"North Indian, Chinese",650.0,Delivery,JP Nagar,3.7,6.478509642208569,0.0
22777,0,0,3.7,0,Food Truck,"Thai, Momos",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22778,0,1,3.8,176,Casual Dining,"North Indian, Afghan",1350.0,Delivery,JP Nagar,3.7,7.208600337960199,5.2
22779,0,0,3.4,9,Quick Bites,South Indian,100.0,Delivery,JP Nagar,3.7,4.61512051684126,2.3
22780,0,0,3.7,0,Delivery,"North Indian, Chinese",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22781,1,0,3.4,6,Quick Bites,"North Indian, Chinese",400.0,Delivery,JP Nagar,3.7,5.993961427306569,1.9
22782,1,1,4.0,347,Casual Dining,"North Indian, Chinese, Thai, Mughlai, Seafood",1000.0,Delivery,JP Nagar,3.9,6.90875477931522,5.9
22783,1,0,3.4,55,Delivery,"North Indian, Fast Food",500.0,Delivery,JP Nagar,3.6,6.2166061010848646,4.0
22784,1,0,3.7,22,Delivery,North Indian,250.0,Delivery,JP Nagar,3.7,5.5254529391317835,3.1
22785,0,0,3.3,67,Casual Dining,"North Indian, Chinese",600.0,Delivery,JP Nagar,3.6,6.398594934535208,4.2
22786,1,0,3.8,254,Casual Dining,Chinese,550.0,Delivery,JP Nagar,3.8,6.311734809152915,5.5
22787,1,0,3.7,288,Quick Bites,"North Indian, Chinese",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,5.7
22788,1,0,3.7,46,Casual Dining,"North Indian, Chinese",600.0,Delivery,JP Nagar,3.7,6.398594934535208,3.9
22789,1,0,3.4,7,"Takeaway, Delivery",North Indian,200.0,Delivery,JP Nagar,3.7,5.303304908059076,2.1
22790,1,0,3.7,0,Quick Bites,"North Indian, Gujarati",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22791,1,0,3.7,0,Quick Bites,Italian,350.0,Delivery,JP Nagar,3.7,5.860786223465865,0.0
22792,1,0,3.7,0,Quick Bites,North Indian,200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22793,1,0,3.5,17,"Takeaway, Delivery",North Indian,300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.9
22794,1,1,4.1,1080,Casual Dining,"North Indian, Chinese",1000.0,Delivery,JP Nagar,4.0,6.90875477931522,7.0
22795,1,0,3.7,0,"Takeaway, Delivery","North Indian, Arabian",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22796,1,0,3.7,66,Quick Bites,"South Indian, Chinese, North Indian",300.0,Delivery,JP Nagar,3.7,5.707110264748875,4.2
22797,1,0,3.6,11,Quick Bites,"Fast Food, Tea",200.0,Delivery,JP Nagar,3.7,5.303304908059076,2.5
22798,1,0,2.6,18,Cafe,Cafe,500.0,Delivery,JP Nagar,3.6,6.2166061010848646,2.9
22799,0,0,3.7,0,Quick Bites,"North Indian, Chinese, Seafood",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22800,1,0,3.5,13,Beverage Shop,"Beverages, Juices",100.0,Delivery,JP Nagar,3.7,4.61512051684126,2.6
22801,1,0,3.1,68,Quick Bites,"Mughlai, Kebab, Chinese",550.0,Delivery,JP Nagar,3.5,6.311734809152915,4.2
22802,1,0,3.6,43,Casual Dining,"Chinese, North Indian, Mughlai",600.0,Delivery,JP Nagar,3.7,6.398594934535208,3.8
22803,1,0,3.7,0,Dessert Parlor,Ice Cream,150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22804,1,0,3.7,60,Beverage Shop,"Beverages, Desserts, Ice Cream",400.0,Delivery,JP Nagar,3.7,5.993961427306569,4.1
22805,1,0,3.4,29,Casual Dining,North Indian,750.0,Delivery,JP Nagar,3.7,6.621405651764134,3.4
22806,1,0,3.7,17,Quick Bites,"Fast Food, Beverages",200.0,Delivery,JP Nagar,3.7,5.303304908059076,2.9
22807,1,0,3.4,185,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Beverages",450.0,Delivery,JP Nagar,3.6,6.111467339502679,5.2
22808,1,0,3.1,30,Quick Bites,"North Indian, Biryani",500.0,Delivery,JP Nagar,3.6,6.2166061010848646,3.4
22809,1,0,3.1,22,Quick Bites,Fast Food,400.0,Delivery,JP Nagar,3.6,5.993961427306569,3.1
22810,1,0,3.6,16,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,2.8
22811,0,0,3.0,25,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,JP Nagar,3.6,5.707110264748875,3.3
22812,1,1,3.7,36,Casual Dining,"Chinese, North Indian, Pizza, Italian",650.0,Delivery,JP Nagar,3.7,6.478509642208569,3.6
22813,1,0,2.8,25,Dessert Parlor,"Bakery, Fast Food",500.0,Delivery,JP Nagar,3.6,6.2166061010848646,3.3
22814,1,0,3.7,0,Delivery,North Indian,800.0,Delivery,JP Nagar,3.7,6.68586094706836,0.0
22815,1,0,3.9,225,"Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400.0,Delivery,JP Nagar,3.8,5.993961427306569,5.4
22816,1,0,4.1,427,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500.0,Delivery,JP Nagar,4.0,6.2166061010848646,6.1
22817,1,0,4.3,476,"Takeaway, Delivery",Pizza,600.0,Delivery,JP Nagar,4.1,6.398594934535208,6.2
22818,0,1,3.8,151,Lounge,"North Indian, Afghan",1350.0,Delivery,JP Nagar,3.7,7.208600337960199,5.0
22819,0,0,3.7,0,Delivery,Biryani,500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22820,1,0,3.4,8,"Bakery, Quick Bites","Desserts, Bakery",550.0,Delivery,JP Nagar,3.7,6.311734809152915,2.2
22821,1,0,3.3,26,Quick Bites,"Chinese, North Indian",300.0,Delivery,JP Nagar,3.7,5.707110264748875,3.3
22822,1,0,3.2,9,Quick Bites,"North Indian, Chinese",400.0,Delivery,JP Nagar,3.7,5.993961427306569,2.3
22823,1,0,3.8,75,Quick Bites,"Kerala, North Indian, Chinese",300.0,Delivery,JP Nagar,3.7,5.707110264748875,4.3
22824,1,0,4.0,101,Casual Dining,Maharashtrian,500.0,Delivery,JP Nagar,3.8,6.2166061010848646,4.6
22825,1,0,3.7,0,Sweet Shop,"Mithai, Street Food",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22826,1,0,3.4,12,"Quick Bites, Beverage Shop","Beverages, Pizza",300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.6
22827,1,0,3.7,0,Casual Dining,"North Indian, Chinese, Continental",600.0,Delivery,JP Nagar,3.7,6.398594934535208,0.0
22828,1,0,3.7,0,Delivery,Continental,250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22829,1,0,3.4,4,Delivery,"Ice Cream, Desserts",450.0,Delivery,JP Nagar,3.7,6.111467339502679,1.6
22830,1,0,3.9,57,Quick Bites,"North Indian, Chinese",350.0,Delivery,JP Nagar,3.7,5.860786223465865,4.1
22831,1,0,3.7,0,Casual Dining,"Mexican, American",800.0,Delivery,JP Nagar,3.7,6.68586094706836,0.0
22832,0,0,4.3,425,Dessert Parlor,"Ice Cream, Beverages",200.0,Delivery,JP Nagar,4.1,5.303304908059076,6.1
22833,0,1,3.7,570,Casual Dining,"Continental, Italian, Chinese, North Indian",800.0,Delivery,JP Nagar,3.7,6.68586094706836,6.3
22834,1,0,3.7,136,Casual Dining,"North Indian, Chinese",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,4.9
22835,0,0,4.2,127,Delivery,"Desserts, Bakery",400.0,Delivery,JP Nagar,3.9,5.993961427306569,4.9
22836,0,0,3.7,0,Quick Bites,"North Indian, Street Food",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22837,0,0,4.1,163,Quick Bites,"Fast Food, Street Food",200.0,Delivery,JP Nagar,3.9,5.303304908059076,5.1
22838,0,0,3.7,17,"Takeaway, Delivery",Bakery,350.0,Delivery,JP Nagar,3.7,5.860786223465865,2.9
22839,1,0,3.7,0,Quick Bites,"North Indian, Kebab",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22840,0,0,3.7,0,Food Court,"Juices, Pizza",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22841,1,0,3.6,17,Dessert Parlor,"Desserts, Cafe, Beverages",900.0,Delivery,JP Nagar,3.7,6.803505257608338,2.9
22842,0,0,3.7,0,"Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22843,0,0,3.2,24,Quick Bites,Fast Food,300.0,Delivery,JP Nagar,3.6,5.707110264748875,3.2
22844,0,0,3.7,43,Quick Bites,"Chinese, Fast Food",300.0,Delivery,JP Nagar,3.7,5.707110264748875,3.8
22845,0,0,3.7,29,Casual Dining,"North Indian, Chinese",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,3.4
22846,0,0,3.3,5,Delivery,Bengali,600.0,Delivery,JP Nagar,3.7,6.398594934535208,1.8
22847,0,0,2.9,107,Casual Dining,"North Indian, Chinese",450.0,Delivery,JP Nagar,3.4,6.111467339502679,4.7
22848,0,0,4.0,147,Dessert Parlor,Desserts,400.0,Delivery,JP Nagar,3.8,5.993961427306569,5.0
22849,0,0,3.7,0,Sweet Shop,Mithai,250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22850,0,0,3.7,0,Delivery,"North Indian, South Indian, Chinese",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22851,0,0,3.4,9,Casual Dining,"North Indian, South Indian, Chinese",550.0,Delivery,JP Nagar,3.7,6.311734809152915,2.3
22852,0,1,3.6,39,"Cafe, Casual Dining","Cafe, North Indian, Chinese, Continental",800.0,Delivery,JP Nagar,3.7,6.68586094706836,3.7
22853,0,0,3.9,144,Cafe,"Cafe, Chinese, Arabian",550.0,Delivery,JP Nagar,3.8,6.311734809152915,5.0
22854,0,0,3.6,19,Quick Bites,"Chinese, Italian, Fast Food, Momos",400.0,Delivery,JP Nagar,3.7,5.993961427306569,3.0
22855,0,0,3.3,4,Quick Bites,"North Indian, Chinese",300.0,Delivery,JP Nagar,3.7,5.707110264748875,1.6
22856,0,0,3.0,12,Delivery,"Biryani, North Indian",700.0,Delivery,JP Nagar,3.7,6.55250788703459,2.6
22857,0,0,3.2,11,Cafe,"Cafe, Healthy Food",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,2.5
22858,0,0,2.9,17,Casual Dining,"North Indian, Kerala, Chinese",600.0,Delivery,JP Nagar,3.6,6.398594934535208,2.9
22859,0,0,3.7,0,Food Court,"Seafood, Mangalorean, Kerala",600.0,Delivery,JP Nagar,3.7,6.398594934535208,0.0
22860,0,0,3.7,0,Sweet Shop,"Mithai, Desserts, Fast Food",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22861,0,0,3.7,0,Quick Bites,Kerala,150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22862,0,0,3.1,7,Delivery,"North Indian, Biryani",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,2.1
22863,0,0,3.2,8,Quick Bites,"Fast Food, Pizza",400.0,Delivery,JP Nagar,3.7,5.993961427306569,2.2
22864,0,0,3.7,40,Quick Bites,"Chinese, North Indian, Fast Food, Momos",350.0,Delivery,JP Nagar,3.7,5.860786223465865,3.7
22865,0,0,3.1,9,Quick Bites,North Indian,350.0,Delivery,JP Nagar,3.7,5.860786223465865,2.3
22866,0,0,3.2,35,Delivery,"Biryani, Chinese, North Indian",450.0,Delivery,JP Nagar,3.6,6.111467339502679,3.6
22867,0,0,3.3,6,Quick Bites,Chinese,300.0,Delivery,JP Nagar,3.7,5.707110264748875,1.9
22868,0,0,2.9,59,Casual Dining,"Chinese, North Indian",500.0,Delivery,JP Nagar,3.5,6.2166061010848646,4.1
22869,0,0,3.1,4,Quick Bites,"North Indian, Chinese",400.0,Delivery,JP Nagar,3.7,5.993961427306569,1.6
22870,0,0,3.6,19,Quick Bites,"Rolls, Kebab, Fast Food",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,3.0
22871,0,0,3.5,31,Quick Bites,"North Indian, Fast Food, Beverages",300.0,Delivery,JP Nagar,3.7,5.707110264748875,3.5
22872,0,0,3.7,0,Delivery,North Indian,500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22873,0,0,3.7,0,Bakery,Bakery,200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22874,0,0,3.7,0,Casual Dining,"North Indian, Chinese, South Indian",600.0,Delivery,JP Nagar,3.7,6.398594934535208,0.0
22875,0,0,3.3,9,"Takeaway, Delivery","Fast Food, Street Food",200.0,Delivery,JP Nagar,3.7,5.303304908059076,2.3
22876,0,0,3.7,0,Dessert Parlor,Desserts,200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22877,0,0,3.7,0,"Beverage Shop, Quick Bites","Juices, Fast Food",150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22878,0,0,3.7,0,"Beverage Shop, Quick Bites","Beverages, Fast Food",150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22879,0,0,3.7,0,Quick Bites,"South Indian, Chinese, North Indian",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22880,0,0,3.7,118,Dessert Parlor,"Ice Cream, Desserts",300.0,Delivery,JP Nagar,3.7,5.707110264748875,4.8
22881,0,0,3.5,13,Delivery,"Chinese, North Indian, Biryani",550.0,Delivery,JP Nagar,3.7,6.311734809152915,2.6
22882,0,0,3.7,0,Casual Dining,"South Indian, Kerala",600.0,Delivery,JP Nagar,3.7,6.398594934535208,0.0
22883,0,0,3.5,13,Quick Bites,"North Indian, Chinese, Fast Food, Rolls",300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.6
22884,0,0,3.5,11,"Bakery, Dessert Parlor",Bakery,250.0,Delivery,JP Nagar,3.7,5.5254529391317835,2.5
22885,0,0,2.2,90,Casual Dining,"North Indian, Chinese",750.0,Delivery,JP Nagar,3.2,6.621405651764134,4.5
22886,0,0,3.6,13,Beverage Shop,"Beverages, Fast Food",200.0,Delivery,JP Nagar,3.7,5.303304908059076,2.6
22887,0,0,3.2,4,Sweet Shop,"Mithai, Street Food",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,1.6
22888,0,0,3.3,5,Quick Bites,"North Indian, South Indian",400.0,Delivery,JP Nagar,3.7,5.993961427306569,1.8
22889,0,0,3.7,0,Quick Bites,Kerala,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22890,0,0,3.7,0,Delivery,North Indian,250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22891,0,0,3.7,0,Delivery,North Indian,350.0,Delivery,JP Nagar,3.7,5.860786223465865,0.0
22892,0,0,3.7,0,Quick Bites,South Indian,200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22893,0,0,3.7,0,Quick Bites,"South Indian, North Indian, Oriya",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22894,0,0,3.7,0,"Takeaway, Delivery",Desserts,400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22895,1,0,3.1,4,Casual Dining,"Kerala, Arabian, Seafood, Beverages",650.0,Delivery,JP Nagar,3.7,6.478509642208569,1.6
22896,0,0,3.7,0,Confectionery,Desserts,200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22897,0,0,2.9,17,Kiosk,"Fast Food, Rolls",200.0,Delivery,JP Nagar,3.6,5.303304908059076,2.9
22898,0,0,3.2,4,Quick Bites,Fast Food,300.0,Delivery,JP Nagar,3.7,5.707110264748875,1.6
22899,0,0,3.7,0,Delivery,"North Indian, Fast Food, Chinese, Burger",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22900,0,0,3.3,7,Quick Bites,"North Indian, Mughlai",400.0,Delivery,JP Nagar,3.7,5.993961427306569,2.1
22901,0,0,3.7,0,Quick Bites,"South Indian, Fast Food",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22902,0,0,3.7,0,Delivery,South Indian,250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22903,0,0,3.7,0,"Takeaway, Delivery","South Indian, North Indian, Chinese",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22904,0,0,3.7,0,Casual Dining,"Biryani, North Indian",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22905,0,0,3.7,0,Quick Bites,Mughlai,400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22906,1,0,3.7,0,Quick Bites,"Fast Food, Pizza, Desserts",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22907,0,0,3.7,0,Quick Bites,"Biryani, Fast Food",100.0,Delivery,JP Nagar,3.7,4.61512051684126,0.0
22908,0,0,3.2,4,Sweet Shop,"Mithai, Desserts",150.0,Delivery,JP Nagar,3.7,5.017279836814924,1.6
22909,0,0,3.7,0,Casual Dining,"Chinese, North Indian",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22910,0,0,3.7,0,Quick Bites,"South Indian, Fast Food",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22911,0,0,3.7,0,Bakery,"Bakery, Desserts",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22912,0,0,3.7,0,Quick Bites,"Fast Food, Street Food",150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22913,0,0,3.7,0,"Takeaway, Delivery",Street Food,200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22914,0,0,3.7,0,Bakery,Bakery,500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22915,0,0,3.7,0,Quick Bites,Arabian,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22916,0,0,3.7,0,Quick Bites,"North Indian, Rolls",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
